age,gender,state,occupation,income,education,category,disability_status,bpl_status,employment_status,family_size,scheme_1,scheme_2,scheme_3,scheme_4,scheme_5,scheme_6,scheme_7,scheme_8,scheme_9,scheme_10,scheme_11,scheme_12
70,Female,Gujarat,Retired,103728.0,Postgraduate,SC,Yes,No,Retired,3,0,0,0,0,1,0,0,0,0,1,1,0
68,Other,Bihar,Unemployed,40441.0,Graduate,General,Yes,Yes,Unemployed,8,0,0,1,0,1,0,0,0,1,1,1,0
35,Male,West Bengal,Business Owner,202043.0,Below 10th,SC,No,No,Employed,8,0,0,0,0,1,1,1,0,0,0,1,0
73,Other,Maharashtra,Retired,76359.0,10th Pass,SC,No,Yes,Retired,6,0,0,1,0,0,0,0,0,1,1,1,0
10,Female,Maharashtra,Private Job,1278215.0,10th Pass,SC,No,No,Employed,2,0,1,0,0,0,0,0,0,0,0,1,0
68,Other,Bihar,Retired,308283.0,Postgraduate,General,Yes,No,Retired,2,0,0,0,0,1,0,0,0,0,0,1,0
55,Female,Tamil Nadu,Private Job,866732.0,10th Pass,OBC,No,No,Employed,1,0,0,0,0,1,0,0,0,0,0,1,0
10,Male,Punjab,Government Job,798436.0,Graduate,ST,Yes,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
24,Other,Tamil Nadu,Student,103010.0,12th Pass,SC,No,No,Student,5,0,0,0,1,1,1,0,0,0,1,1,0
65,Male,Tamil Nadu,Business Owner,329857.0,Graduate,SC,Yes,No,Employed,8,0,0,0,0,1,0,1,0,0,0,1,0
38,Other,West Bengal,Private Job,577192.0,Below 10th,ST,Yes,No,Employed,7,0,0,0,0,1,1,0,0,0,0,1,0
64,Other,Gujarat,Farmer,320191.0,Below 10th,OBC,Yes,No,Farmer,8,0,0,0,0,1,0,0,0,0,0,1,0
45,Female,Punjab,Unemployed,90505.0,10th Pass,ST,No,Yes,Unemployed,1,0,0,1,0,1,0,0,0,0,1,1,0
22,Other,Gujarat,Private Job,781678.0,Graduate,ST,No,No,Employed,3,0,0,0,0,1,1,0,0,0,0,1,0
63,Other,Tamil Nadu,Private Job,842993.0,12th Pass,ST,Yes,No,Employed,4,0,0,0,0,1,0,0,0,0,0,1,0
14,Other,Karnataka,Student,78017.0,10th Pass,ST,No,Yes,Student,5,0,0,0,0,0,0,0,0,0,0,1,0
41,Male,West Bengal,Government Job,1239153.0,Graduate,ST,No,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
42,Male,Karnataka,Government Job,265736.0,12th Pass,ST,No,No,Employed,8,0,0,0,0,1,0,0,0,0,0,1,0
32,Male,Rajasthan,Business Owner,1278637.0,12th Pass,OBC,Yes,No,Employed,4,0,0,0,0,1,1,1,0,0,0,1,0
6,Male,Rajasthan,Student,61036.0,Below 10th,ST,No,Yes,Student,2,0,0,0,0,0,0,0,0,0,0,0,0
25,Male,Rajasthan,Student,106668.0,Graduate,ST,Yes,No,Student,5,0,0,0,1,1,1,0,0,0,1,1,0
80,Female,Maharashtra,Retired,66903.0,Postgraduate,OBC,Yes,Yes,Retired,3,0,0,1,0,0,0,0,0,1,1,1,0
85,Male,Maharashtra,Retired,228139.0,Graduate,OBC,No,No,Retired,1,0,0,0,0,0,0,0,0,0,0,1,0
6,Female,West Bengal,Private Job,325025.0,12th Pass,SC,No,No,Employed,8,0,1,0,0,0,0,0,0,0,0,0,0
22,Other,Bihar,Business Owner,504354.0,Below 10th,SC,Yes,No,Employed,8,0,0,0,0,1,1,1,0,0,0,1,0
70,Other,Punjab,Farmer,196743.0,12th Pass,OBC,Yes,No,Farmer,7,1,0,0,0,1,0,0,0,0,1,1,0
62,Other,Tamil Nadu,Farmer,230152.0,Below 10th,OBC,Yes,No,Farmer,8,1,0,0,0,1,0,0,0,0,0,1,0
46,Male,Maharashtra,Business Owner,904413.0,10th Pass,ST,No,No,Employed,6,0,0,0,0,1,0,1,0,0,0,1,0
61,Other,West Bengal,Farmer,157129.0,12th Pass,OBC,Yes,No,Farmer,2,1,0,0,0,1,0,0,0,0,1,1,0
64,Female,Punjab,Unemployed,89925.0,Postgraduate,SC,Yes,Yes,Unemployed,5,0,0,1,0,1,0,0,0,1,1,1,0
20,Other,Gujarat,Student,35014.0,10th Pass,ST,No,Yes,Student,8,0,0,1,1,1,1,0,0,0,1,1,0
81,Other,Gujarat,Retired,149743.0,Postgraduate,General,No,No,Retired,6,0,0,0,0,0,0,0,0,0,1,1,0
52,Other,Delhi,Farmer,307125.0,10th Pass,OBC,Yes,No,Farmer,6,0,0,0,0,1,0,0,0,0,0,1,0
71,Female,Delhi,Government Job,530758.0,Postgraduate,ST,Yes,No,Employed,8,0,0,0,0,0,0,0,0,0,0,1,0
12,Female,Punjab,Private Job,971208.0,Graduate,General,No,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
83,Female,Karnataka,Retired,21580.0,10th Pass,General,Yes,Yes,Retired,2,0,0,1,0,0,0,0,0,1,1,1,0
74,Male,Delhi,Unemployed,4159.0,12th Pass,ST,Yes,Yes,Unemployed,7,0,0,1,0,0,0,0,0,1,1,1,0
72,Female,Bihar,Retired,217916.0,Below 10th,OBC,No,No,Retired,2,0,0,0,0,0,0,0,0,0,0,1,0
27,Other,Uttar Pradesh,Private Job,367066.0,10th Pass,General,Yes,No,Employed,5,0,0,0,0,1,1,0,0,0,0,1,0
64,Other,Rajasthan,Unemployed,69721.0,Graduate,OBC,Yes,Yes,Unemployed,3,0,0,1,0,1,0,0,0,1,1,1,0
59,Male,Delhi,Farmer,239802.0,Below 10th,OBC,Yes,No,Farmer,2,1,0,0,0,1,0,0,0,0,0,1,0
17,Other,Maharashtra,Unemployed,78352.0,Below 10th,OBC,Yes,Yes,Unemployed,4,0,0,0,0,0,0,0,0,0,0,1,0
14,Male,Maharashtra,Student,132093.0,10th Pass,SC,No,No,Student,4,0,0,0,0,0,0,0,0,0,0,1,0
14,Male,Rajasthan,Student,108412.0,12th Pass,General,Yes,No,Student,7,0,0,0,0,0,0,0,0,0,0,1,0
76,Female,Maharashtra,Business Owner,1449131.0,Graduate,SC,No,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
20,Female,Uttar Pradesh,Student,141014.0,10th Pass,OBC,No,No,Student,3,0,0,0,1,1,1,0,0,0,1,1,0
64,Male,Rajasthan,Unemployed,54592.0,Postgraduate,OBC,No,No,Unemployed,4,0,0,0,0,1,0,0,0,0,1,1,0
47,Other,Delhi,Unemployed,48637.0,Below 10th,OBC,Yes,No,Unemployed,1,0,0,0,0,1,0,0,0,0,1,1,0
14,Male,West Bengal,Government Job,1271994.0,10th Pass,ST,Yes,No,Employed,6,0,0,0,0,0,0,0,0,0,0,1,0
20,Male,Gujarat,Student,30753.0,10th Pass,OBC,No,Yes,Student,6,0,0,1,1,1,1,0,0,0,1,1,0
41,Female,Bihar,Private Job,1460467.0,12th Pass,SC,No,No,Employed,6,0,0,0,0,1,0,0,0,0,0,1,0
68,Female,Bihar,Farmer,266148.0,12th Pass,OBC,No,No,Farmer,6,1,0,0,0,1,0,0,0,0,0,1,0
83,Male,West Bengal,Retired,136011.0,10th Pass,General,No,No,Retired,7,0,0,0,0,0,0,0,0,0,1,1,0
42,Male,Gujarat,Business Owner,582384.0,Graduate,OBC,No,No,Employed,6,0,0,0,0,1,0,1,0,0,0,1,0
37,Female,Bihar,Unemployed,22050.0,12th Pass,OBC,Yes,Yes,Unemployed,8,0,0,1,0,1,1,0,0,0,1,1,0
28,Other,Maharashtra,Private Job,170933.0,Below 10th,General,Yes,No,Employed,7,0,0,0,0,1,1,0,0,0,1,1,0
20,Other,Gujarat,Farmer,99183.0,10th Pass,ST,No,No,Farmer,8,1,0,0,0,1,1,0,0,0,1,1,0
67,Male,Maharashtra,Private Job,1256880.0,Graduate,General,Yes,No,Employed,5,0,0,0,0,1,0,0,0,0,0,1,0
73,Female,Maharashtra,Private Job,1002977.0,10th Pass,General,Yes,No,Employed,3,0,0,0,0,0,0,0,0,0,0,1,0
35,Male,West Bengal,Private Job,629359.0,12th Pass,SC,No,No,Employed,2,0,0,0,0,1,1,0,0,0,0,1,0
52,Female,Bihar,Private Job,610043.0,10th Pass,SC,Yes,No,Employed,1,0,0,0,0,1,0,0,0,0,0,1,0
16,Female,Uttar Pradesh,Unemployed,72443.0,Graduate,General,Yes,Yes,Unemployed,2,0,0,0,0,0,0,0,0,0,0,1,0
68,Female,Tamil Nadu,Private Job,299988.0,Postgraduate,General,Yes,No,Employed,4,0,0,0,0,1,0,0,0,0,0,1,0
63,Female,Karnataka,Farmer,58979.0,12th Pass,General,Yes,Yes,Farmer,6,1,0,1,0,1,0,0,0,1,1,1,0
7,Male,West Bengal,Student,104410.0,12th Pass,OBC,Yes,No,Student,7,0,0,0,0,0,0,0,0,0,0,0,0
85,Female,Uttar Pradesh,Retired,93374.0,Below 10th,SC,Yes,No,Retired,4,0,0,0,0,0,0,0,0,0,1,1,0
79,Female,West Bengal,Retired,341842.0,Graduate,SC,Yes,No,Retired,5,0,0,0,0,0,0,0,0,0,0,1,0
62,Female,Gujarat,Business Owner,1259804.0,Graduate,ST,Yes,No,Employed,7,0,0,0,0,1,0,1,1,0,0,1,0
82,Other,Karnataka,Retired,149210.0,Below 10th,General,No,No,Retired,3,0,0,0,0,0,0,0,0,0,1,1,0
53,Other,Punjab,Government Job,917096.0,12th Pass,SC,Yes,No,Employed,2,0,0,0,0,1,0,0,0,0,0,1,0
5,Female,Bihar,Business Owner,665741.0,Below 10th,OBC,Yes,No,Employed,3,0,1,0,0,0,0,0,0,0,0,0,0
60,Female,Rajasthan,Private Job,1174666.0,Graduate,General,Yes,No,Employed,2,0,0,0,0,1,0,0,0,0,0,1,0
50,Other,Delhi,Private Job,1354188.0,12th Pass,ST,Yes,No,Employed,5,0,0,0,0,1,0,0,0,0,0,1,0
57,Female,Delhi,Government Job,1273433.0,10th Pass,OBC,No,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
22,Female,Karnataka,Business Owner,1134155.0,10th Pass,General,Yes,No,Employed,7,0,0,0,0,1,1,1,1,0,0,1,0
40,Female,Karnataka,Unemployed,10082.0,12th Pass,SC,Yes,Yes,Unemployed,8,0,0,1,0,1,1,0,0,0,1,1,0
81,Other,Gujarat,Unemployed,14021.0,10th Pass,SC,Yes,Yes,Unemployed,6,0,0,1,0,0,0,0,0,1,1,1,0
84,Female,Tamil Nadu,Unemployed,43874.0,Graduate,OBC,No,Yes,Unemployed,4,0,0,1,0,0,0,0,0,1,1,1,0
66,Female,Punjab,Unemployed,41830.0,12th Pass,ST,Yes,Yes,Unemployed,5,0,0,1,0,1,0,0,0,1,1,1,0
55,Female,Delhi,Private Job,519011.0,Postgraduate,OBC,Yes,No,Employed,8,0,0,0,0,1,0,0,0,0,0,1,0
62,Female,Karnataka,Retired,383245.0,Graduate,ST,Yes,No,Retired,5,0,0,0,0,1,0,0,0,0,0,1,0
35,Female,Punjab,Government Job,987363.0,Graduate,General,No,No,Employed,8,0,0,0,0,1,1,0,0,0,0,1,0
79,Female,Rajasthan,Private Job,977240.0,Postgraduate,General,No,No,Employed,2,0,0,0,0,0,0,0,0,0,0,1,0
23,Male,Tamil Nadu,Student,11612.0,Graduate,SC,No,No,Student,2,0,0,0,1,1,1,0,0,0,1,1,0
38,Male,Rajasthan,Government Job,1187997.0,Postgraduate,OBC,No,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
55,Female,West Bengal,Government Job,1149552.0,10th Pass,SC,Yes,No,Employed,8,0,0,0,0,1,0,0,0,0,0,1,0
66,Female,Uttar Pradesh,Farmer,80853.0,10th Pass,SC,No,Yes,Farmer,4,1,0,1,0,1,0,0,0,1,1,1,0
71,Female,Tamil Nadu,Unemployed,12795.0,Graduate,ST,No,No,Unemployed,1,0,0,0,0,0,0,0,0,0,1,1,0
19,Male,Tamil Nadu,Government Job,329350.0,10th Pass,OBC,Yes,No,Employed,3,0,0,0,0,1,1,0,0,0,0,1,0
47,Other,Uttar Pradesh,Unemployed,30389.0,Graduate,OBC,Yes,Yes,Unemployed,7,0,0,1,0,1,0,0,0,0,1,1,0
23,Male,West Bengal,Student,117853.0,Graduate,ST,Yes,No,Student,4,0,0,0,1,1,1,0,0,0,1,1,0
31,Female,Delhi,Private Job,313389.0,Postgraduate,OBC,No,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
30,Female,Delhi,Business Owner,1126522.0,Postgraduate,SC,No,No,Employed,7,0,0,0,0,1,1,1,1,0,0,1,0
80,Male,Tamil Nadu,Business Owner,1060203.0,Postgraduate,OBC,No,No,Employed,2,0,0,0,0,0,0,0,0,0,0,1,0
8,Female,Delhi,Student,80053.0,10th Pass,SC,Yes,Yes,Student,7,0,1,0,0,0,0,0,0,0,0,0,0
81,Male,West Bengal,Unemployed,55448.0,10th Pass,ST,Yes,Yes,Unemployed,8,0,0,1,0,0,0,0,0,1,1,1,0
41,Male,Punjab,Business Owner,1045817.0,Postgraduate,General,No,No,Employed,1,0,0,0,0,1,0,1,0,0,0,1,0
77,Male,Gujarat,Retired,221297.0,Postgraduate,ST,No,No,Retired,8,0,0,0,0,0,0,0,0,0,0,1,0
58,Other,Bihar,Unemployed,21922.0,Below 10th,General,Yes,No,Unemployed,5,0,0,0,0,1,0,0,0,0,1,1,0
23,Other,Karnataka,Student,119884.0,Graduate,General,Yes,No,Student,5,0,0,0,1,1,1,0,0,0,1,1,0
84,Female,Rajasthan,Retired,41815.0,Graduate,OBC,No,No,Retired,4,0,0,0,0,0,0,0,0,0,1,1,0
43,Male,Bihar,Business Owner,831018.0,Below 10th,ST,Yes,No,Employed,4,0,0,0,0,1,0,1,0,0,0,1,0
31,Other,West Bengal,Government Job,835326.0,Postgraduate,ST,Yes,No,Employed,3,0,0,0,0,1,1,0,0,0,0,1,0
31,Male,Maharashtra,Private Job,835713.0,Postgraduate,SC,Yes,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
42,Female,West Bengal,Business Owner,1178806.0,Below 10th,OBC,No,No,Employed,1,0,0,0,0,1,0,1,1,0,0,1,0
40,Other,Punjab,Government Job,378272.0,10th Pass,OBC,No,No,Employed,4,0,0,0,0,1,1,0,0,0,0,1,0
55,Female,Punjab,Private Job,1426243.0,12th Pass,ST,No,No,Employed,8,0,0,0,0,1,0,0,0,0,0,1,0
14,Other,Delhi,Unemployed,67582.0,12th Pass,SC,No,Yes,Unemployed,6,0,0,0,0,0,0,0,0,0,0,1,0
79,Male,Delhi,Government Job,1061437.0,12th Pass,General,No,No,Employed,4,0,0,0,0,0,0,0,0,0,0,1,0
59,Male,Bihar,Business Owner,777097.0,12th Pass,SC,Yes,No,Employed,8,0,0,0,0,1,0,1,0,0,0,1,0
60,Other,Maharashtra,Farmer,72205.0,Graduate,General,Yes,Yes,Farmer,3,1,0,1,0,1,0,0,0,1,1,1,0
61,Female,Maharashtra,Unemployed,26518.0,10th Pass,SC,Yes,Yes,Unemployed,5,0,0,1,0,1,0,0,0,1,1,1,0
16,Other,Tamil Nadu,Business Owner,272848.0,12th Pass,OBC,Yes,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
85,Female,Gujarat,Unemployed,85915.0,Below 10th,General,Yes,No,Unemployed,2,0,0,0,0,0,0,0,0,0,1,1,0
21,Other,Gujarat,Private Job,1033372.0,Below 10th,General,No,No,Employed,2,0,0,0,0,1,1,0,0,0,0,1,0
59,Other,Punjab,Unemployed,9283.0,10th Pass,ST,Yes,Yes,Unemployed,2,0,0,1,0,1,0,0,0,0,1,1,0
18,Female,Tamil Nadu,Business Owner,387580.0,Graduate,OBC,Yes,No,Employed,2,0,0,0,0,1,1,1,1,0,0,1,0
72,Other,Maharashtra,Private Job,1463191.0,10th Pass,ST,No,No,Employed,4,0,0,0,0,0,0,0,0,0,0,1,0
85,Other,Punjab,Unemployed,80750.0,Graduate,OBC,Yes,Yes,Unemployed,3,0,0,1,0,0,0,0,0,1,1,1,0
20,Other,Uttar Pradesh,Business Owner,1000493.0,12th Pass,OBC,Yes,No,Employed,5,0,0,0,0,1,1,1,0,0,0,1,0
15,Male,Rajasthan,Private Job,1358307.0,Postgraduate,SC,Yes,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
31,Other,West Bengal,Private Job,495620.0,Graduate,SC,Yes,No,Employed,4,0,0,0,0,1,1,0,0,0,0,1,0
25,Female,Delhi,Student,130962.0,Postgraduate,General,Yes,No,Student,6,0,0,0,1,1,1,0,0,0,1,1,0
73,Male,Uttar Pradesh,Retired,317995.0,12th Pass,OBC,No,No,Retired,2,0,0,0,0,0,0,0,0,0,0,1,0
33,Other,Delhi,Farmer,157460.0,Below 10th,General,No,No,Farmer,5,1,0,0,0,1,1,0,0,0,1,1,0
73,Other,Rajasthan,Retired,237806.0,Graduate,General,Yes,No,Retired,5,0,0,0,0,0,0,0,0,0,0,1,0
15,Female,Delhi,Private Job,526136.0,10th Pass,SC,No,No,Employed,2,0,0,0,0,0,0,0,0,0,0,1,0
44,Other,Uttar Pradesh,Government Job,600458.0,Below 10th,OBC,Yes,No,Employed,7,0,0,0,0,1,0,0,0,0,0,1,0
19,Female,West Bengal,Private Job,215403.0,12th Pass,OBC,Yes,No,Employed,1,0,0,0,0,1,1,0,0,0,0,1,0
16,Other,Maharashtra,Student,130131.0,Postgraduate,SC,Yes,No,Student,6,0,0,0,1,0,0,0,0,0,0,1,0
21,Other,Karnataka,Government Job,347582.0,Below 10th,SC,No,No,Employed,5,0,0,0,0,1,1,0,0,0,0,1,0
72,Male,Karnataka,Government Job,1309326.0,Below 10th,ST,No,No,Employed,6,0,0,0,0,0,0,0,0,0,0,1,0
10,Female,West Bengal,Student,96387.0,12th Pass,General,Yes,No,Student,1,0,1,0,0,0,0,0,0,0,0,1,0
43,Male,Gujarat,Farmer,267340.0,Graduate,OBC,Yes,No,Farmer,1,1,0,0,0,1,0,0,0,0,0,1,0
12,Other,Uttar Pradesh,Student,84358.0,Graduate,SC,No,Yes,Student,6,0,0,0,0,0,0,0,0,0,0,1,0
21,Other,Maharashtra,Student,58506.0,Below 10th,ST,Yes,Yes,Student,5,0,0,1,1,1,1,0,0,0,1,1,0
44,Female,Delhi,Private Job,1057866.0,Below 10th,SC,Yes,No,Employed,5,0,0,0,0,1,0,0,0,0,0,1,0
16,Female,West Bengal,Student,121615.0,Postgraduate,ST,Yes,No,Student,4,0,0,0,1,0,0,0,0,0,0,1,0
54,Male,Uttar Pradesh,Farmer,142157.0,12th Pass,General,No,No,Farmer,1,1,0,0,0,1,0,0,0,0,1,1,0
53,Other,Karnataka,Farmer,127580.0,10th Pass,ST,No,No,Farmer,1,1,0,0,0,1,0,0,0,0,1,1,0
34,Other,Karnataka,Farmer,43016.0,Postgraduate,ST,No,Yes,Farmer,2,1,0,1,0,1,1,0,0,0,1,1,0
7,Male,Rajasthan,Student,103376.0,Postgraduate,General,No,No,Student,3,0,0,0,0,0,0,0,0,0,0,0,0
85,Female,Karnataka,Retired,185155.0,Graduate,SC,No,No,Retired,8,0,0,0,0,0,0,0,0,0,1,1,0
23,Male,Delhi,Student,35680.0,Below 10th,OBC,Yes,No,Student,8,0,0,0,1,1,1,0,0,0,1,1,0
45,Female,Delhi,Private Job,851383.0,10th Pass,ST,No,No,Employed,8,0,0,0,0,1,0,0,0,0,0,1,0
24,Male,Delhi,Student,79748.0,Below 10th,OBC,No,No,Student,4,0,0,0,1,1,1,0,0,0,1,1,0
36,Female,Rajasthan,Farmer,176678.0,10th Pass,General,No,No,Farmer,8,1,0,0,0,1,1,0,0,0,1,1,0
19,Other,Rajasthan,Student,24831.0,Below 10th,OBC,Yes,No,Student,4,0,0,0,1,1,1,0,0,0,1,1,0
21,Male,Uttar Pradesh,Business Owner,1421829.0,Below 10th,SC,Yes,No,Employed,1,0,0,0,0,1,1,1,0,0,0,1,0
62,Male,Bihar,Retired,87523.0,12th Pass,General,Yes,Yes,Retired,1,0,0,1,0,1,0,0,0,1,1,1,0
72,Other,Uttar Pradesh,Retired,399810.0,Graduate,General,No,No,Retired,7,0,0,0,0,0,0,0,0,0,0,1,0
13,Female,Gujarat,Student,72084.0,Graduate,OBC,Yes,Yes,Student,4,0,0,0,0,0,0,0,0,0,0,1,0
42,Female,Uttar Pradesh,Private Job,1104600.0,Below 10th,General,No,No,Employed,7,0,0,0,0,1,0,0,0,0,0,1,0
22,Female,Gujarat,Government Job,1202712.0,10th Pass,General,No,No,Employed,6,0,0,0,0,1,1,0,0,0,0,1,0
66,Other,Bihar,Business Owner,1286256.0,Postgraduate,SC,No,No,Employed,5,0,0,0,0,1,0,0,0,0,0,1,0
28,Male,Tamil Nadu,Private Job,559318.0,Below 10th,SC,Yes,No,Employed,8,0,0,0,0,1,1,0,0,0,0,1,0
8,Female,West Bengal,Student,41844.0,10th Pass,OBC,No,Yes,Student,1,0,1,0,0,0,0,0,0,0,0,0,0
33,Other,Uttar Pradesh,Business Owner,464300.0,10th Pass,OBC,No,No,Employed,6,0,0,0,0,1,1,1,0,0,0,1,0
80,Male,Tamil Nadu,Private Job,1281968.0,10th Pass,OBC,No,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
34,Female,Maharashtra,Farmer,49448.0,Postgraduate,OBC,Yes,Yes,Farmer,1,1,0,1,0,1,1,0,0,0,1,1,0
70,Other,Gujarat,Retired,88414.0,10th Pass,SC,Yes,No,Retired,3,0,0,0,0,1,0,0,0,0,1,1,0
65,Other,Tamil Nadu,Farmer,215869.0,Graduate,General,No,No,Farmer,5,1,0,0,0,1,0,0,0,0,0,1,0
46,Male,Punjab,Government Job,1016179.0,Graduate,SC,Yes,No,Employed,6,0,0,0,0,1,0,0,0,0,0,1,0
72,Other,West Bengal,Retired,111934.0,12th Pass,SC,Yes,No,Retired,3,0,0,0,0,0,0,0,0,0,1,1,0
5,Other,West Bengal,Unemployed,74381.0,Below 10th,OBC,No,Yes,Unemployed,4,0,0,0,0,0,0,0,0,0,0,0,0
7,Male,Bihar,Student,86813.0,10th Pass,SC,No,No,Student,2,0,0,0,0,0,0,0,0,0,0,0,0
47,Female,Maharashtra,Business Owner,539739.0,10th Pass,General,No,No,Employed,5,0,0,0,0,1,0,1,1,0,0,1,0
48,Other,Maharashtra,Farmer,222342.0,Graduate,OBC,No,No,Farmer,8,1,0,0,0,1,0,0,0,0,0,1,0
53,Female,Rajasthan,Unemployed,13294.0,Graduate,OBC,Yes,Yes,Unemployed,1,0,0,1,0,1,0,0,0,0,1,1,0
42,Male,Tamil Nadu,Business Owner,319624.0,Below 10th,SC,Yes,No,Employed,7,0,0,0,0,1,0,1,0,0,0,1,0
25,Other,Delhi,Private Job,295254.0,12th Pass,ST,Yes,No,Employed,7,0,0,0,0,1,1,0,0,0,0,1,0
8,Other,Uttar Pradesh,Student,14039.0,12th Pass,OBC,Yes,Yes,Student,5,0,0,0,0,0,0,0,0,0,0,0,0
45,Female,Gujarat,Farmer,46023.0,Postgraduate,ST,Yes,No,Farmer,1,1,0,0,0,1,0,0,0,0,1,1,0
80,Male,Karnataka,Retired,367089.0,Postgraduate,ST,Yes,No,Retired,2,0,0,0,0,0,0,0,0,0,0,1,0
8,Male,Punjab,Government Job,711972.0,Below 10th,ST,Yes,No,Employed,5,0,0,0,0,0,0,0,0,0,0,0,0
55,Female,Bihar,Government Job,655754.0,Below 10th,ST,Yes,No,Employed,6,0,0,0,0,1,0,0,0,0,0,1,0
53,Female,Punjab,Unemployed,5848.0,12th Pass,ST,No,No,Unemployed,5,0,0,0,0,1,0,0,0,0,1,1,0
81,Male,Punjab,Retired,385151.0,Below 10th,General,No,No,Retired,7,0,0,0,0,0,0,0,0,0,0,1,0
53,Male,Rajasthan,Farmer,222955.0,Graduate,ST,Yes,No,Farmer,8,1,0,0,0,1,0,0,0,0,0,1,0
61,Male,Uttar Pradesh,Retired,394501.0,Postgraduate,OBC,Yes,No,Retired,8,0,0,0,0,1,0,0,0,0,0,1,0
64,Male,Gujarat,Retired,121043.0,Below 10th,ST,Yes,No,Retired,7,0,0,0,0,1,0,0,0,0,1,1,0
68,Other,Punjab,Retired,331976.0,12th Pass,General,Yes,No,Retired,7,0,0,0,0,1,0,0,0,0,0,1,0
76,Female,Rajasthan,Business Owner,679235.0,Postgraduate,ST,Yes,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
23,Female,Punjab,Student,148529.0,Postgraduate,General,Yes,No,Student,2,0,0,0,1,1,1,0,0,0,1,1,0
41,Other,Tamil Nadu,Unemployed,34620.0,Graduate,ST,No,No,Unemployed,5,0,0,0,0,1,0,0,0,0,1,1,0
56,Male,West Bengal,Private Job,942467.0,Below 10th,ST,No,No,Employed,4,0,0,0,0,1,0,0,0,0,0,1,0
11,Other,Bihar,Business Owner,881064.0,Below 10th,SC,No,No,Employed,5,0,0,0,0,0,0,0,0,0,0,1,0
64,Female,Delhi,Retired,139515.0,12th Pass,ST,No,No,Retired,5,0,0,0,0,1,0,0,0,0,1,1,0
11,Other,Delhi,Student,115793.0,Graduate,ST,No,No,Student,1,0,0,0,0,0,0,0,0,0,0,1,0
70,Male,Delhi,Business Owner,1162826.0,Graduate,OBC,Yes,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
19,Male,Maharashtra,Student,8669.0,Below 10th,SC,Yes,No,Student,8,0,0,0,1,1,1,0,0,0,1,1,0
69,Female,Delhi,Government Job,164095.0,10th Pass,SC,No,No,Employed,8,0,0,0,0,1,0,0,0,0,1,1,0
27,Female,West Bengal,Private Job,833499.0,12th Pass,OBC,No,No,Employed,2,0,0,0,0,1,1,0,0,0,0,1,0
56,Male,Uttar Pradesh,Farmer,105410.0,10th Pass,OBC,Yes,No,Farmer,4,1,0,0,0,1,0,0,0,0,1,1,0
39,Other,Uttar Pradesh,Private Job,142052.0,Below 10th,ST,Yes,No,Employed,3,0,0,0,0,1,1,0,0,0,1,1,0
81,Male,Gujarat,Business Owner,1375789.0,12th Pass,SC,No,No,Employed,7,0,0,0,0,0,0,0,0,0,0,1,0
14,Female,Karnataka,Student,122342.0,Postgraduate,ST,Yes,No,Student,1,0,0,0,0,0,0,0,0,0,0,1,0
70,Other,Tamil Nadu,Private Job,1457574.0,Postgraduate,SC,No,No,Employed,2,0,0,0,0,1,0,0,0,0,0,1,0
66,Male,Tamil Nadu,Business Owner,1443424.0,12th Pass,SC,No,No,Employed,5,0,0,0,0,1,0,0,0,0,0,1,0
61,Male,Rajasthan,Retired,145987.0,Postgraduate,ST,No,No,Retired,3,0,0,0,0,1,0,0,0,0,1,1,0
8,Other,Bihar,Business Owner,644056.0,Graduate,ST,No,No,Employed,1,0,0,0,0,0,0,0,0,0,0,0,0
70,Other,West Bengal,Retired,119570.0,10th Pass,ST,No,No,Retired,5,0,0,0,0,1,0,0,0,0,1,1,0
8,Other,Rajasthan,Student,77013.0,Graduate,OBC,No,Yes,Student,3,0,0,0,0,0,0,0,0,0,0,0,0
12,Other,Delhi,Student,93135.0,12th Pass,ST,No,Yes,Student,5,0,0,0,0,0,0,0,0,0,0,1,0
57,Male,Bihar,Farmer,325961.0,Postgraduate,General,No,No,Farmer,4,0,0,0,0,1,0,0,0,0,0,1,0
69,Male,Uttar Pradesh,Private Job,725697.0,Graduate,General,Yes,No,Employed,3,0,0,0,0,1,0,0,0,0,0,1,0
30,Female,Uttar Pradesh,Private Job,1059596.0,10th Pass,SC,Yes,No,Employed,2,0,0,0,0,1,1,0,0,0,0,1,0
67,Female,Punjab,Business Owner,1430640.0,Below 10th,General,No,No,Employed,5,0,0,0,0,1,0,0,1,0,0,1,0
75,Male,West Bengal,Retired,103065.0,Below 10th,OBC,No,No,Retired,7,0,0,0,0,0,0,0,0,0,1,1,0
